0,0.7,0.4875,0.119242400177
10,0.85,0.6,0.108397416943
20,0.75,0.6675,0.0454835134967
30,0.75,0.72,0.0291547594742
40,0.75,0.7425,0.0178535710714
50,0.75,0.7175,0.0238484800354
60,0.7,0.7,1.11022302463e-16
70,0.75,0.69,0.03
80,0.7,0.695,0.015
90,0.75,0.695,0.0217944947177
100,0.7,0.695,0.015
